date,spot,H,eta,rho,xi,sigma_atm,rmse_pp,mae_pp,n_points,n_evals,time_seconds,success,method,quality_flag,method_name,label
2024-04-20T12:00:00.000000,63799.903293170355,0.49,0.3,-0.8379341973664214,0.44846063618286086,0.6696720362855693,21.80459185616686,19.253312807793833,65,160,22.16550326347351,true,differential_evolution,borderline,hybrid_euler,halving_event
