date,spot,H,eta,rho,xi,sigma_atm,rmse_pp,mae_pp,n_points,n_evals,time_seconds,success,method,quality_flag,method_name,label
2024-12-06T12:00:00.000000,98421.56813236294,0.49,0.3,-0.862429985710537,0.306571072559204,0.5536886061309226,14.857045239417427,13.113918858948402,93,208,35.874983072280884,true,differential_evolution,acceptable,hybrid_euler,btc100k_post
