date,spot,H,eta,rho,xi,sigma_atm,rmse_pp,mae_pp,n_points,n_evals,time_seconds,success,method,quality_flag,method_name,label
2024-02-10T12:00:00.000000,47207.01822375523,0.01,2.8812267718264564,-0.06620408014497435,0.2064863325384304,0.45440767218262323,34.9471416425176,19.552669430615136,67,148,21.462889194488525,true,differential_evolution,poor,hybrid_euler,low_iv_post_etf
