instrument_name,creation_timestamp,expiration_timestamp,strike,option_type,kind,contract_size,settlement_period
BTC-1JAN22-38000-C,1640851260000,1641024000000,38000.0,call,option,1.0,day
BTC-1JAN22-38000-P,1640851260000,1641024000000,38000.0,put,option,1.0,day
BTC-1JAN22-40000-C,1640851260000,1641024000000,40000.0,call,option,1.0,day
BTC-1JAN22-40000-P,1640851260000,1641024000000,40000.0,put,option,1.0,day
BTC-1JAN22-41000-C,1640851260000,1641024000000,41000.0,call,option,1.0,day
BTC-1JAN22-41000-P,1640851260000,1641024000000,41000.0,put,option,1.0,day
BTC-1JAN22-42000-C,1640851260000,1641024000000,42000.0,call,option,1.0,day
BTC-1JAN22-42000-P,1640851260000,1641024000000,42000.0,put,option,1.0,day
BTC-1JAN22-43000-C,1640851260000,1641024000000,43000.0,call,option,1.0,day
BTC-1JAN22-43000-P,1640851260000,1641024000000,43000.0,put,option,1.0,day
BTC-1JAN22-44000-C,1640851260000,1641024000000,44000.0,call,option,1.0,day
BTC-1JAN22-44000-P,1640851260000,1641024000000,44000.0,put,option,1.0,day
BTC-1JAN22-45000-C,1640851260000,1641024000000,45000.0,call,option,1.0,day
BTC-1JAN22-45000-P,1640851260000,1641024000000,45000.0,put,option,1.0,day
BTC-1JAN22-46000-C,1640851260000,1641024000000,46000.0,call,option,1.0,day
BTC-1JAN22-46000-P,1640851260000,1641024000000,46000.0,put,option,1.0,day
BTC-1JAN22-47000-C,1640851260000,1641024000000,47000.0,call,option,1.0,day
BTC-1JAN22-47000-P,1640851260000,1641024000000,47000.0,put,option,1.0,day
BTC-1JAN22-48000-C,1640851260000,1641024000000,48000.0,call,option,1.0,day
BTC-1JAN22-48000-P,1640851260000,1641024000000,48000.0,put,option,1.0,day
BTC-1JAN22-49000-C,1640851260000,1641024000000,49000.0,call,option,1.0,day
BTC-1JAN22-49000-P,1640851260000,1641024000000,49000.0,put,option,1.0,day
BTC-1JAN22-50000-C,1640851260000,1641024000000,50000.0,call,option,1.0,day
BTC-1JAN22-50000-P,1640851260000,1641024000000,50000.0,put,option,1.0,day
BTC-1JAN22-51000-C,1640851260000,1641024000000,51000.0,call,option,1.0,day
BTC-1JAN22-51000-P,1640851260000,1641024000000,51000.0,put,option,1.0,day
BTC-1JAN22-52000-C,1640851260000,1641024000000,52000.0,call,option,1.0,day
BTC-1JAN22-52000-P,1640851260000,1641024000000,52000.0,put,option,1.0,day
BTC-1JAN22-54000-C,1640851260000,1641024000000,54000.0,call,option,1.0,day
BTC-1JAN22-54000-P,1640851260000,1641024000000,54000.0,put,option,1.0,day
BTC-2JAN22-38000-C,1640937660000,1641110400000,38000.0,call,option,1.0,day
BTC-2JAN22-38000-P,1640937660000,1641110400000,38000.0,put,option,1.0,day
BTC-2JAN22-40000-C,1640937660000,1641110400000,40000.0,call,option,1.0,day
BTC-2JAN22-40000-P,1640937660000,1641110400000,40000.0,put,option,1.0,day
BTC-2JAN22-41000-C,1640937660000,1641110400000,41000.0,call,option,1.0,day
BTC-2JAN22-41000-P,1640937660000,1641110400000,41000.0,put,option,1.0,day
BTC-2JAN22-42000-C,1640937660000,1641110400000,42000.0,call,option,1.0,day
BTC-2JAN22-42000-P,1640937660000,1641110400000,42000.0,put,option,1.0,day
BTC-2JAN22-43000-C,1640937660000,1641110400000,43000.0,call,option,1.0,day
BTC-2JAN22-43000-P,1640937660000,1641110400000,43000.0,put,option,1.0,day
BTC-2JAN22-44000-C,1640937660000,1641110400000,44000.0,call,option,1.0,day
BTC-2JAN22-44000-P,1640937660000,1641110400000,44000.0,put,option,1.0,day
BTC-2JAN22-45000-C,1640937660000,1641110400000,45000.0,call,option,1.0,day
BTC-2JAN22-45000-P,1640937660000,1641110400000,45000.0,put,option,1.0,day
BTC-2JAN22-46000-C,1640937660000,1641110400000,46000.0,call,option,1.0,day
BTC-2JAN22-46000-P,1640937660000,1641110400000,46000.0,put,option,1.0,day
BTC-2JAN22-47000-C,1640937660000,1641110400000,47000.0,call,option,1.0,day
BTC-2JAN22-47000-P,1640937660000,1641110400000,47000.0,put,option,1.0,day
BTC-2JAN22-48000-C,1640937660000,1641110400000,48000.0,call,option,1.0,day
BTC-2JAN22-48000-P,1640937660000,1641110400000,48000.0,put,option,1.0,day
BTC-2JAN22-49000-C,1640937660000,1641110400000,49000.0,call,option,1.0,day
BTC-2JAN22-49000-P,1640937660000,1641110400000,49000.0,put,option,1.0,day
BTC-2JAN22-50000-C,1640937660000,1641110400000,50000.0,call,option,1.0,day
BTC-2JAN22-50000-P,1640937660000,1641110400000,50000.0,put,option,1.0,day
BTC-2JAN22-51000-C,1640937660000,1641110400000,51000.0,call,option,1.0,day
BTC-2JAN22-51000-P,1640937660000,1641110400000,51000.0,put,option,1.0,day
BTC-2JAN22-52000-C,1640937660000,1641110400000,52000.0,call,option,1.0,day
BTC-2JAN22-52000-P,1640937660000,1641110400000,52000.0,put,option,1.0,day
BTC-2JAN22-53000-C,1640939220000,1641110400000,53000.0,call,option,1.0,day
BTC-2JAN22-53000-P,1640939220000,1641110400000,53000.0,put,option,1.0,day
BTC-2JAN22-54000-C,1640937660000,1641110400000,54000.0,call,option,1.0,day
BTC-2JAN22-54000-P,1640937660000,1641110400000,54000.0,put,option,1.0,day
BTC-2JAN22-56000-C,1640939520000,1641110400000,56000.0,call,option,1.0,day
BTC-2JAN22-56000-P,1640939520000,1641110400000,56000.0,put,option,1.0,day
BTC-3JAN22-38000-C,1641024060000,1641196800000,38000.0,call,option,1.0,day
BTC-3JAN22-38000-P,1641024060000,1641196800000,38000.0,put,option,1.0,day
BTC-3JAN22-40000-C,1641024060000,1641196800000,40000.0,call,option,1.0,day
BTC-3JAN22-40000-P,1641024060000,1641196800000,40000.0,put,option,1.0,day
BTC-3JAN22-41000-C,1641024060000,1641196800000,41000.0,call,option,1.0,day
BTC-3JAN22-41000-P,1641024060000,1641196800000,41000.0,put,option,1.0,day
BTC-3JAN22-42000-C,1641024060000,1641196800000,42000.0,call,option,1.0,day
BTC-3JAN22-42000-P,1641024060000,1641196800000,42000.0,put,option,1.0,day
BTC-3JAN22-43000-C,1641024060000,1641196800000,43000.0,call,option,1.0,day
BTC-3JAN22-43000-P,1641024060000,1641196800000,43000.0,put,option,1.0,day
BTC-3JAN22-44000-C,1641024060000,1641196800000,44000.0,call,option,1.0,day
BTC-3JAN22-44000-P,1641024060000,1641196800000,44000.0,put,option,1.0,day
BTC-3JAN22-45000-C,1641024060000,1641196800000,45000.0,call,option,1.0,day
BTC-3JAN22-45000-P,1641024060000,1641196800000,45000.0,put,option,1.0,day
BTC-3JAN22-46000-C,1641024060000,1641196800000,46000.0,call,option,1.0,day
BTC-3JAN22-46000-P,1641024060000,1641196800000,46000.0,put,option,1.0,day
BTC-3JAN22-47000-C,1641024060000,1641196800000,47000.0,call,option,1.0,day
BTC-3JAN22-47000-P,1641024060000,1641196800000,47000.0,put,option,1.0,day
BTC-3JAN22-48000-C,1641024060000,1641196800000,48000.0,call,option,1.0,day
BTC-3JAN22-48000-P,1641024060000,1641196800000,48000.0,put,option,1.0,day
BTC-3JAN22-49000-C,1641024060000,1641196800000,49000.0,call,option,1.0,day
BTC-3JAN22-49000-P,1641024060000,1641196800000,49000.0,put,option,1.0,day
BTC-3JAN22-50000-C,1641024060000,1641196800000,50000.0,call,option,1.0,day
BTC-3JAN22-50000-P,1641024060000,1641196800000,50000.0,put,option,1.0,day
BTC-3JAN22-51000-C,1641024060000,1641196800000,51000.0,call,option,1.0,day
BTC-3JAN22-51000-P,1641024060000,1641196800000,51000.0,put,option,1.0,day
BTC-3JAN22-52000-C,1641024060000,1641196800000,52000.0,call,option,1.0,day
BTC-3JAN22-52000-P,1641024060000,1641196800000,52000.0,put,option,1.0,day
BTC-3JAN22-54000-C,1641024060000,1641196800000,54000.0,call,option,1.0,day
BTC-3JAN22-54000-P,1641024060000,1641196800000,54000.0,put,option,1.0,day
BTC-4JAN22-38000-C,1641110405000,1641283200000,38000.0,call,option,1.0,day
BTC-4JAN22-38000-P,1641110405000,1641283200000,38000.0,put,option,1.0,day
BTC-4JAN22-40000-C,1641110405000,1641283200000,40000.0,call,option,1.0,day
BTC-4JAN22-40000-P,1641110405000,1641283200000,40000.0,put,option,1.0,day
BTC-4JAN22-41000-C,1641110405000,1641283200000,41000.0,call,option,1.0,day
BTC-4JAN22-41000-P,1641110405000,1641283200000,41000.0,put,option,1.0,day
BTC-4JAN22-42000-C,1641110405000,1641283200000,42000.0,call,option,1.0,day
BTC-4JAN22-42000-P,1641110405000,1641283200000,42000.0,put,option,1.0,day
BTC-4JAN22-43000-C,1641110405000,1641283200000,43000.0,call,option,1.0,day
BTC-4JAN22-43000-P,1641110405000,1641283200000,43000.0,put,option,1.0,day
BTC-4JAN22-44000-C,1641110405000,1641283200000,44000.0,call,option,1.0,day
BTC-4JAN22-44000-P,1641110405000,1641283200000,44000.0,put,option,1.0,day
BTC-4JAN22-45000-C,1641110405000,1641283200000,45000.0,call,option,1.0,day
BTC-4JAN22-45000-P,1641110405000,1641283200000,45000.0,put,option,1.0,day
BTC-4JAN22-46000-C,1641110405000,1641283200000,46000.0,call,option,1.0,day
BTC-4JAN22-46000-P,1641110405000,1641283200000,46000.0,put,option,1.0,day
BTC-4JAN22-47000-C,1641110405000,1641283200000,47000.0,call,option,1.0,day
BTC-4JAN22-47000-P,1641110405000,1641283200000,47000.0,put,option,1.0,day
BTC-4JAN22-48000-C,1641110405000,1641283200000,48000.0,call,option,1.0,day
BTC-4JAN22-48000-P,1641110405000,1641283200000,48000.0,put,option,1.0,day
BTC-4JAN22-49000-C,1641110405000,1641283200000,49000.0,call,option,1.0,day
BTC-4JAN22-49000-P,1641110405000,1641283200000,49000.0,put,option,1.0,day
BTC-4JAN22-50000-C,1641110405000,1641283200000,50000.0,call,option,1.0,day
BTC-4JAN22-50000-P,1641110405000,1641283200000,50000.0,put,option,1.0,day
BTC-4JAN22-51000-C,1641110405000,1641283200000,51000.0,call,option,1.0,day
BTC-4JAN22-51000-P,1641110405000,1641283200000,51000.0,put,option,1.0,day
BTC-4JAN22-52000-C,1641110405000,1641283200000,52000.0,call,option,1.0,day
BTC-4JAN22-52000-P,1641110405000,1641283200000,52000.0,put,option,1.0,day
BTC-4JAN22-54000-C,1641110405000,1641283200000,54000.0,call,option,1.0,day
BTC-4JAN22-54000-P,1641110405000,1641283200000,54000.0,put,option,1.0,day
BTC-5JAN22-38000-C,1641196860000,1641369600000,38000.0,call,option,1.0,day
BTC-5JAN22-38000-P,1641196860000,1641369600000,38000.0,put,option,1.0,day
BTC-5JAN22-40000-C,1641196860000,1641369600000,40000.0,call,option,1.0,day
BTC-5JAN22-40000-P,1641196860000,1641369600000,40000.0,put,option,1.0,day
BTC-5JAN22-41000-C,1641196860000,1641369600000,41000.0,call,option,1.0,day
BTC-5JAN22-41000-P,1641196860000,1641369600000,41000.0,put,option,1.0,day
BTC-5JAN22-42000-C,1641196860000,1641369600000,42000.0,call,option,1.0,day
BTC-5JAN22-42000-P,1641196860000,1641369600000,42000.0,put,option,1.0,day
BTC-5JAN22-43000-C,1641196860000,1641369600000,43000.0,call,option,1.0,day
BTC-5JAN22-43000-P,1641196860000,1641369600000,43000.0,put,option,1.0,day
BTC-5JAN22-44000-C,1641196860000,1641369600000,44000.0,call,option,1.0,day
BTC-5JAN22-44000-P,1641196860000,1641369600000,44000.0,put,option,1.0,day
BTC-5JAN22-45000-C,1641196860000,1641369600000,45000.0,call,option,1.0,day
BTC-5JAN22-45000-P,1641196860000,1641369600000,45000.0,put,option,1.0,day
BTC-5JAN22-46000-C,1641196860000,1641369600000,46000.0,call,option,1.0,day
BTC-5JAN22-46000-P,1641196860000,1641369600000,46000.0,put,option,1.0,day
BTC-5JAN22-47000-C,1641196860000,1641369600000,47000.0,call,option,1.0,day
BTC-5JAN22-47000-P,1641196860000,1641369600000,47000.0,put,option,1.0,day
BTC-5JAN22-48000-C,1641196860000,1641369600000,48000.0,call,option,1.0,day
BTC-5JAN22-48000-P,1641196860000,1641369600000,48000.0,put,option,1.0,day
BTC-5JAN22-49000-C,1641196860000,1641369600000,49000.0,call,option,1.0,day
BTC-5JAN22-49000-P,1641196860000,1641369600000,49000.0,put,option,1.0,day
BTC-5JAN22-50000-C,1641196860000,1641369600000,50000.0,call,option,1.0,day
BTC-5JAN22-50000-P,1641196860000,1641369600000,50000.0,put,option,1.0,day
BTC-5JAN22-51000-C,1641196860000,1641369600000,51000.0,call,option,1.0,day
BTC-5JAN22-51000-P,1641196860000,1641369600000,51000.0,put,option,1.0,day
BTC-5JAN22-52000-C,1641196860000,1641369600000,52000.0,call,option,1.0,day
BTC-5JAN22-52000-P,1641196860000,1641369600000,52000.0,put,option,1.0,day
BTC-5JAN22-54000-C,1641196860000,1641369600000,54000.0,call,option,1.0,day
BTC-5JAN22-54000-P,1641196860000,1641369600000,54000.0,put,option,1.0,day
BTC-6JAN22-36000-C,1641283320000,1641456000000,36000.0,call,option,1.0,day
BTC-6JAN22-36000-P,1641283320000,1641456000000,36000.0,put,option,1.0,day
BTC-6JAN22-38000-C,1641283260000,1641456000000,38000.0,call,option,1.0,day
BTC-6JAN22-38000-P,1641283260000,1641456000000,38000.0,put,option,1.0,day
BTC-6JAN22-40000-C,1641283260000,1641456000000,40000.0,call,option,1.0,day
BTC-6JAN22-40000-P,1641283260000,1641456000000,40000.0,put,option,1.0,day
BTC-6JAN22-41000-C,1641283260000,1641456000000,41000.0,call,option,1.0,day
BTC-6JAN22-41000-P,1641283260000,1641456000000,41000.0,put,option,1.0,day
BTC-6JAN22-42000-C,1641283260000,1641456000000,42000.0,call,option,1.0,day
BTC-6JAN22-42000-P,1641283260000,1641456000000,42000.0,put,option,1.0,day
BTC-6JAN22-43000-C,1641283260000,1641456000000,43000.0,call,option,1.0,day
BTC-6JAN22-43000-P,1641283260000,1641456000000,43000.0,put,option,1.0,day
BTC-6JAN22-44000-C,1641283260000,1641456000000,44000.0,call,option,1.0,day
BTC-6JAN22-44000-P,1641283260000,1641456000000,44000.0,put,option,1.0,day
BTC-6JAN22-45000-C,1641283260000,1641456000000,45000.0,call,option,1.0,day
BTC-6JAN22-45000-P,1641283260000,1641456000000,45000.0,put,option,1.0,day
BTC-6JAN22-46000-C,1641283260000,1641456000000,46000.0,call,option,1.0,day
BTC-6JAN22-46000-P,1641283260000,1641456000000,46000.0,put,option,1.0,day
BTC-6JAN22-47000-C,1641283260000,1641456000000,47000.0,call,option,1.0,day
BTC-6JAN22-47000-P,1641283260000,1641456000000,47000.0,put,option,1.0,day
BTC-6JAN22-48000-C,1641283260000,1641456000000,48000.0,call,option,1.0,day
BTC-6JAN22-48000-P,1641283260000,1641456000000,48000.0,put,option,1.0,day
BTC-6JAN22-49000-C,1641283260000,1641456000000,49000.0,call,option,1.0,day
BTC-6JAN22-49000-P,1641283260000,1641456000000,49000.0,put,option,1.0,day
BTC-6JAN22-50000-C,1641283260000,1641456000000,50000.0,call,option,1.0,day
BTC-6JAN22-50000-P,1641283260000,1641456000000,50000.0,put,option,1.0,day
BTC-6JAN22-51000-C,1641283260000,1641456000000,51000.0,call,option,1.0,day
BTC-6JAN22-51000-P,1641283260000,1641456000000,51000.0,put,option,1.0,day
BTC-6JAN22-52000-C,1641283260000,1641456000000,52000.0,call,option,1.0,day
BTC-6JAN22-52000-P,1641283260000,1641456000000,52000.0,put,option,1.0,day
BTC-6JAN22-54000-C,1641283260000,1641456000000,54000.0,call,option,1.0,day
BTC-6JAN22-54000-P,1641283260000,1641456000000,54000.0,put,option,1.0,day
BTC-7JAN22-25000-C,1639641660000,1641542400000,25000.0,call,option,1.0,week
BTC-7JAN22-25000-P,1639641660000,1641542400000,25000.0,put,option,1.0,week
BTC-7JAN22-30000-C,1639641660000,1641542400000,30000.0,call,option,1.0,week
BTC-7JAN22-30000-P,1639641660000,1641542400000,30000.0,put,option,1.0,week
BTC-7JAN22-35000-C,1639641660000,1641542400000,35000.0,call,option,1.0,week
BTC-7JAN22-35000-P,1639641660000,1641542400000,35000.0,put,option,1.0,week
BTC-7JAN22-36000-C,1639787640000,1641542400000,36000.0,call,option,1.0,week
BTC-7JAN22-36000-P,1639787640000,1641542400000,36000.0,put,option,1.0,week
BTC-7JAN22-38000-C,1639641660000,1641542400000,38000.0,call,option,1.0,week
BTC-7JAN22-38000-P,1639641660000,1641542400000,38000.0,put,option,1.0,week
BTC-7JAN22-40000-C,1639641660000,1641542400000,40000.0,call,option,1.0,week
BTC-7JAN22-40000-P,1639641660000,1641542400000,40000.0,put,option,1.0,week
BTC-7JAN22-42000-C,1639641660000,1641542400000,42000.0,call,option,1.0,week
BTC-7JAN22-42000-P,1639641660000,1641542400000,42000.0,put,option,1.0,week
BTC-7JAN22-43000-C,1641427560000,1641542400000,43000.0,call,option,1.0,week
BTC-7JAN22-43000-P,1641427560000,1641542400000,43000.0,put,option,1.0,week
BTC-7JAN22-44000-C,1639641660000,1641542400000,44000.0,call,option,1.0,week
BTC-7JAN22-44000-P,1639641660000,1641542400000,44000.0,put,option,1.0,week
BTC-7JAN22-45000-C,1640699940000,1641542400000,45000.0,call,option,1.0,week
BTC-7JAN22-45000-P,1640699940000,1641542400000,45000.0,put,option,1.0,week
BTC-7JAN22-46000-C,1639641660000,1641542400000,46000.0,call,option,1.0,week
BTC-7JAN22-46000-P,1639641660000,1641542400000,46000.0,put,option,1.0,week
BTC-7JAN22-47000-C,1640332860000,1641542400000,47000.0,call,option,1.0,week
BTC-7JAN22-47000-P,1640332860000,1641542400000,47000.0,put,option,1.0,week
BTC-7JAN22-48000-C,1639641660000,1641542400000,48000.0,call,option,1.0,week
BTC-7JAN22-48000-P,1639641660000,1641542400000,48000.0,put,option,1.0,week
BTC-7JAN22-49000-C,1640332860000,1641542400000,49000.0,call,option,1.0,week
BTC-7JAN22-49000-P,1640332860000,1641542400000,49000.0,put,option,1.0,week
BTC-7JAN22-50000-C,1639641660000,1641542400000,50000.0,call,option,1.0,week
BTC-7JAN22-50000-P,1639641660000,1641542400000,50000.0,put,option,1.0,week
BTC-7JAN22-51000-C,1640332860000,1641542400000,51000.0,call,option,1.0,week
BTC-7JAN22-51000-P,1640332860000,1641542400000,51000.0,put,option,1.0,week
BTC-7JAN22-52000-C,1639641660000,1641542400000,52000.0,call,option,1.0,week
BTC-7JAN22-52000-P,1639641660000,1641542400000,52000.0,put,option,1.0,week
BTC-7JAN22-53000-C,1640332860000,1641542400000,53000.0,call,option,1.0,week
BTC-7JAN22-53000-P,1640332860000,1641542400000,53000.0,put,option,1.0,week
BTC-7JAN22-54000-C,1639641660000,1641542400000,54000.0,call,option,1.0,week
BTC-7JAN22-54000-P,1639641660000,1641542400000,54000.0,put,option,1.0,week
BTC-7JAN22-55000-C,1640005620000,1641542400000,55000.0,call,option,1.0,week
BTC-7JAN22-55000-P,1640005620000,1641542400000,55000.0,put,option,1.0,week
BTC-7JAN22-56000-C,1639641660000,1641542400000,56000.0,call,option,1.0,week
BTC-7JAN22-56000-P,1639641660000,1641542400000,56000.0,put,option,1.0,week
BTC-7JAN22-58000-C,1639641660000,1641542400000,58000.0,call,option,1.0,week
BTC-7JAN22-58000-P,1639641660000,1641542400000,58000.0,put,option,1.0,week
BTC-7JAN22-60000-C,1639641660000,1641542400000,60000.0,call,option,1.0,week
BTC-7JAN22-60000-P,1639641660000,1641542400000,60000.0,put,option,1.0,week
BTC-7JAN22-65000-C,1639641660000,1641542400000,65000.0,call,option,1.0,week
BTC-7JAN22-65000-P,1639641660000,1641542400000,65000.0,put,option,1.0,week
BTC-7JAN22-70000-C,1639641660000,1641542400000,70000.0,call,option,1.0,week
BTC-7JAN22-70000-P,1639641660000,1641542400000,70000.0,put,option,1.0,week
BTC-7JAN22-75000-C,1639641660000,1641542400000,75000.0,call,option,1.0,week
BTC-7JAN22-75000-P,1639641660000,1641542400000,75000.0,put,option,1.0,week
BTC-7JAN22-80000-C,1639641660000,1641542400000,80000.0,call,option,1.0,week
BTC-7JAN22-80000-P,1639641660000,1641542400000,80000.0,put,option,1.0,week
BTC-8JAN22-34000-C,1641456060000,1641628800000,34000.0,call,option,1.0,day
BTC-8JAN22-34000-P,1641456060000,1641628800000,34000.0,put,option,1.0,day
BTC-8JAN22-36000-C,1641456060000,1641628800000,36000.0,call,option,1.0,day
BTC-8JAN22-36000-P,1641456060000,1641628800000,36000.0,put,option,1.0,day
BTC-8JAN22-37000-C,1641457500000,1641628800000,37000.0,call,option,1.0,day
BTC-8JAN22-37000-P,1641457500000,1641628800000,37000.0,put,option,1.0,day
BTC-8JAN22-38000-C,1641456060000,1641628800000,38000.0,call,option,1.0,day
BTC-8JAN22-38000-P,1641456060000,1641628800000,38000.0,put,option,1.0,day
BTC-8JAN22-39000-C,1641456060000,1641628800000,39000.0,call,option,1.0,day
BTC-8JAN22-39000-P,1641456060000,1641628800000,39000.0,put,option,1.0,day
BTC-8JAN22-40000-C,1641456060000,1641628800000,40000.0,call,option,1.0,day
BTC-8JAN22-40000-P,1641456060000,1641628800000,40000.0,put,option,1.0,day
BTC-8JAN22-41000-C,1641456060000,1641628800000,41000.0,call,option,1.0,day
BTC-8JAN22-41000-P,1641456060000,1641628800000,41000.0,put,option,1.0,day
BTC-8JAN22-42000-C,1641456060000,1641628800000,42000.0,call,option,1.0,day
BTC-8JAN22-42000-P,1641456060000,1641628800000,42000.0,put,option,1.0,day
BTC-8JAN22-43000-C,1641456060000,1641628800000,43000.0,call,option,1.0,day
BTC-8JAN22-43000-P,1641456060000,1641628800000,43000.0,put,option,1.0,day
BTC-8JAN22-44000-C,1641456060000,1641628800000,44000.0,call,option,1.0,day
BTC-8JAN22-44000-P,1641456060000,1641628800000,44000.0,put,option,1.0,day
BTC-8JAN22-45000-C,1641456060000,1641628800000,45000.0,call,option,1.0,day
BTC-8JAN22-45000-P,1641456060000,1641628800000,45000.0,put,option,1.0,day
BTC-8JAN22-46000-C,1641456060000,1641628800000,46000.0,call,option,1.0,day
BTC-8JAN22-46000-P,1641456060000,1641628800000,46000.0,put,option,1.0,day
BTC-8JAN22-47000-C,1641456060000,1641628800000,47000.0,call,option,1.0,day
BTC-8JAN22-47000-P,1641456060000,1641628800000,47000.0,put,option,1.0,day
BTC-8JAN22-48000-C,1641456060000,1641628800000,48000.0,call,option,1.0,day
BTC-8JAN22-48000-P,1641456060000,1641628800000,48000.0,put,option,1.0,day
BTC-8JAN22-50000-C,1641456060000,1641628800000,50000.0,call,option,1.0,day
BTC-8JAN22-50000-P,1641456060000,1641628800000,50000.0,put,option,1.0,day
BTC-9JAN22-34000-C,1641542407000,1641715200000,34000.0,call,option,1.0,day
BTC-9JAN22-34000-P,1641542407000,1641715200000,34000.0,put,option,1.0,day
BTC-9JAN22-36000-C,1641542407000,1641715200000,36000.0,call,option,1.0,day
BTC-9JAN22-36000-P,1641542407000,1641715200000,36000.0,put,option,1.0,day
BTC-9JAN22-37000-C,1641542407000,1641715200000,37000.0,call,option,1.0,day
BTC-9JAN22-37000-P,1641542407000,1641715200000,37000.0,put,option,1.0,day
BTC-9JAN22-38000-C,1641542407000,1641715200000,38000.0,call,option,1.0,day
BTC-9JAN22-38000-P,1641542407000,1641715200000,38000.0,put,option,1.0,day
BTC-9JAN22-39000-C,1641542407000,1641715200000,39000.0,call,option,1.0,day
BTC-9JAN22-39000-P,1641542407000,1641715200000,39000.0,put,option,1.0,day
BTC-9JAN22-40000-C,1641542407000,1641715200000,40000.0,call,option,1.0,day
BTC-9JAN22-40000-P,1641542407000,1641715200000,40000.0,put,option,1.0,day
BTC-9JAN22-41000-C,1641542407000,1641715200000,41000.0,call,option,1.0,day
BTC-9JAN22-41000-P,1641542407000,1641715200000,41000.0,put,option,1.0,day
BTC-9JAN22-42000-C,1641542407000,1641715200000,42000.0,call,option,1.0,day
BTC-9JAN22-42000-P,1641542407000,1641715200000,42000.0,put,option,1.0,day
BTC-9JAN22-43000-C,1641542407000,1641715200000,43000.0,call,option,1.0,day
BTC-9JAN22-43000-P,1641542407000,1641715200000,43000.0,put,option,1.0,day
BTC-9JAN22-44000-C,1641542407000,1641715200000,44000.0,call,option,1.0,day
BTC-9JAN22-44000-P,1641542407000,1641715200000,44000.0,put,option,1.0,day
BTC-9JAN22-45000-C,1641542407000,1641715200000,45000.0,call,option,1.0,day
BTC-9JAN22-45000-P,1641542407000,1641715200000,45000.0,put,option,1.0,day
BTC-9JAN22-46000-C,1641542407000,1641715200000,46000.0,call,option,1.0,day
BTC-9JAN22-46000-P,1641542407000,1641715200000,46000.0,put,option,1.0,day
BTC-9JAN22-47000-C,1641544200000,1641715200000,47000.0,call,option,1.0,day
BTC-9JAN22-47000-P,1641544200000,1641715200000,47000.0,put,option,1.0,day
BTC-9JAN22-48000-C,1641542407000,1641715200000,48000.0,call,option,1.0,day
BTC-9JAN22-48000-P,1641542407000,1641715200000,48000.0,put,option,1.0,day
BTC-10JAN22-34000-C,1641628805000,1641801600000,34000.0,call,option,1.0,day
BTC-10JAN22-34000-P,1641628805000,1641801600000,34000.0,put,option,1.0,day
BTC-10JAN22-36000-C,1641628805000,1641801600000,36000.0,call,option,1.0,day
BTC-10JAN22-36000-P,1641628805000,1641801600000,36000.0,put,option,1.0,day
BTC-10JAN22-37000-C,1641628805000,1641801600000,37000.0,call,option,1.0,day
BTC-10JAN22-37000-P,1641628805000,1641801600000,37000.0,put,option,1.0,day
BTC-10JAN22-38000-C,1641628805000,1641801600000,38000.0,call,option,1.0,day
BTC-10JAN22-38000-P,1641628805000,1641801600000,38000.0,put,option,1.0,day
BTC-10JAN22-39000-C,1641628805000,1641801600000,39000.0,call,option,1.0,day
BTC-10JAN22-39000-P,1641628805000,1641801600000,39000.0,put,option,1.0,day
BTC-10JAN22-40000-C,1641628805000,1641801600000,40000.0,call,option,1.0,day
BTC-10JAN22-40000-P,1641628805000,1641801600000,40000.0,put,option,1.0,day
BTC-10JAN22-41000-C,1641628805000,1641801600000,41000.0,call,option,1.0,day
BTC-10JAN22-41000-P,1641628805000,1641801600000,41000.0,put,option,1.0,day
BTC-10JAN22-42000-C,1641628805000,1641801600000,42000.0,call,option,1.0,day
BTC-10JAN22-42000-P,1641628805000,1641801600000,42000.0,put,option,1.0,day
BTC-10JAN22-43000-C,1641628805000,1641801600000,43000.0,call,option,1.0,day
BTC-10JAN22-43000-P,1641628805000,1641801600000,43000.0,put,option,1.0,day
BTC-10JAN22-44000-C,1641628805000,1641801600000,44000.0,call,option,1.0,day
BTC-10JAN22-44000-P,1641628805000,1641801600000,44000.0,put,option,1.0,day
BTC-10JAN22-45000-C,1641628805000,1641801600000,45000.0,call,option,1.0,day
BTC-10JAN22-45000-P,1641628805000,1641801600000,45000.0,put,option,1.0,day
BTC-10JAN22-46000-C,1641628805000,1641801600000,46000.0,call,option,1.0,day
BTC-10JAN22-46000-P,1641628805000,1641801600000,46000.0,put,option,1.0,day
BTC-10JAN22-48000-C,1641628805000,1641801600000,48000.0,call,option,1.0,day
BTC-10JAN22-48000-P,1641628805000,1641801600000,48000.0,put,option,1.0,day
BTC-11JAN22-34000-C,1641715260000,1641888000000,34000.0,call,option,1.0,day
BTC-11JAN22-34000-P,1641715260000,1641888000000,34000.0,put,option,1.0,day
BTC-11JAN22-36000-C,1641715260000,1641888000000,36000.0,call,option,1.0,day
BTC-11JAN22-36000-P,1641715260000,1641888000000,36000.0,put,option,1.0,day
BTC-11JAN22-37000-C,1641715260000,1641888000000,37000.0,call,option,1.0,day
BTC-11JAN22-37000-P,1641715260000,1641888000000,37000.0,put,option,1.0,day
BTC-11JAN22-38000-C,1641715260000,1641888000000,38000.0,call,option,1.0,day
BTC-11JAN22-38000-P,1641715260000,1641888000000,38000.0,put,option,1.0,day
